Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7166#16238
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20690#31543
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4026#10751
National Institute of Technology, Tiruchirappalli#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16420#20150
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19080#32122
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38375#42239
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14909#24678
National Institute of Technology, Tiruchirappalli#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#22701#29347
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16710#26853
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33458#40458
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16671#25958
National Institute of Technology, Tiruchirappalli#Production Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21081#29531
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#56080#64639
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#63607#69235
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#47240#48801
National Institute of Technology, Uttarakhand#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#57958#57958
National Institute of Technology, Uttarakhand#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22051#27194
National Institute of Technology, Uttarakhand#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29738#29738
National Institute of Technology, Uttarakhand#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14432#18447
National Institute of Technology, Uttarakhand#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25652#26699
National Institute of Technology, Uttarakhand#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#39706#51785
National Institute of Technology, Uttarakhand#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#48762#48762
National Institute of Technology, Uttarakhand#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29472#31544
National Institute of Technology, Uttarakhand#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39464#39464
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#31473#43593
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43718#43718
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19911#25380
National Institute of Technology, Uttarakhand#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32884#32884
National Institute of Technology, Uttarakhand#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#41192#59390
National Institute of Technology, Uttarakhand#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#52062#52062
National Institute of Technology, Uttarakhand#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#41479#42700
National Institute of Technology, Uttarakhand#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#51583#51583
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16309#40209
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23176#23622
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20284#31192
National Institute of Technology, Warangal#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25713#27668
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19031#27034
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22467#24751
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14550#20446
National Institute of Technology, Warangal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24056#25938
National Institute of Technology, Warangal#Chemistry (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#50094#53922
National Institute of Technology, Warangal#Chemistry (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#25395#41976
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22104#32906
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#28485#33784
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19966#28010
National Institute of Technology, Warangal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30597#34869
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#1894#3115
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#760#4530
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#889#2413
National Institute of Technology, Warangal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3030#3830
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#6879#11388
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#9985#16368
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7121#9265
National Institute of Technology, Warangal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11171#12121
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4179#6516
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#7141#8290
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2776#5814
National Institute of Technology, Warangal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3899#8908
National Institute of Technology, Warangal#Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3309#7103
National Institute of Technology, Warangal#Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#8868#9011
National Institute of Technology, Warangal#Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6033#7047
National Institute of Technology, Warangal#Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10800#10816
National Institute of Technology, Warangal#Mathematics (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#24842#41781
National Institute of Technology, Warangal#Mathematics (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#27481#29818
National Institute of Technology, Warangal#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3615#4393
National Institute of Technology, Warangal#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#6778#6778
National Institute of Technology, Warangal#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3672#4106
National Institute of Technology, Warangal#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6446#6446
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11397#17718
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21670#25560
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10246#15749
National Institute of Technology, Warangal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21401#25520
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#24474#40095
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#36790#37532
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19399#27512
National Institute of Technology, Warangal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35628#36803
National Institute of Technology, Warangal#Physics (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#45112#52631
National Institute of Technology, Warangal#Physics (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#24390#29722
Sardar Vallabhbhai National Institute of Technology, Surat#Artificial Intelligence (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8874#14079
Sardar Vallabhbhai National Institute of Technology, Surat#Artificial Intelligence (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10755#16340
Sardar Vallabhbhai National Institute of Technology, Surat#Artificial Intelligence (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7120#10330
Sardar Vallabhbhai National Institute of Technology, Surat#Artificial Intelligence (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14322#15164
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#30114#46602
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35376#56273
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24787#38015
Sardar Vallabhbhai National Institute of Technology, Surat#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35966#41117
Sardar Vallabhbhai National Institute of Technology, Surat#Chemistry (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#23511#124999
Sardar Vallabhbhai National Institute of Technology, Surat#Chemistry (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#48706#58313
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18380#55028
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43331#85130
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34479#43794
Sardar Vallabhbhai National Institute of Technology, Surat#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#45717#49981
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3892#7957
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4658#11637
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5052#7741
Sardar Vallabhbhai National Institute of Technology, Surat#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#7119#12195
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11515#29656
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27906#34839
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16112#20904
Sardar Vallabhbhai National Institute of Technology, Surat#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20210#26642
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8223#19756
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#15633#27848
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10654#15093
Sardar Vallabhbhai National Institute of Technology, Surat#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16618#19919
Sardar Vallabhbhai National Institute of Technology, Surat#Mathematics (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#31876#103770
Sardar Vallabhbhai National Institute of Technology, Surat#Mathematics (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#36483#51576
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#20374#39766
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#39584#63229
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19670#30985
Sardar Vallabhbhai National Institute of Technology, Surat#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32207#39984
Sardar Vallabhbhai National Institute of Technology, Surat#Physics (5 Years, Integrated Master of Science)#HS#OPEN#Gender-Neutral#32190#110373
Sardar Vallabhbhai National Institute of Technology, Surat#Physics (5 Years, Integrated Master of Science)#OS#OPEN#Gender-Neutral#33405#52721
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#414#735
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#377#396
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#504#691
Visvesvaraya National Institute of Technology, Nagpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#525#582
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22732#34672
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#28923#36732
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25344#33172
Visvesvaraya National Institute of Technology, Nagpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35260#39370
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#29468#44357
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42107#49826
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26421#38456
Visvesvaraya National Institute of Technology, Nagpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43061#49042
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2013#6916
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5401#9584
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4920#7087
Visvesvaraya National Institute of Technology, Nagpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#8325#10532
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7822#17627
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#19668#20548
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9363#16931
Visvesvaraya National Institute of Technology, Nagpur#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20935#23882
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7311#12641
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10900#14657
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8554#12184
Visvesvaraya National Institute of Technology, Nagpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11999#16523
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#10632#24608
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27375#31646
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18792#25462
Visvesvaraya National Institute of Technology, Nagpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35432#36965
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34720#48403
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44030#60477
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#38275#43133
Visvesvaraya National Institute of Technology, Nagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#44833#50964
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#43611#52243
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#49879#60600
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#44192#48145
Visvesvaraya National Institute of Technology, Nagpur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#55105#55128
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#54285#57872
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#59825#59825
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#53418#54146
National Institute of Technology, Andhra Pradesh#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#44929#51515
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#44271#50628
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44552#50720
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#43510#43864
National Institute of Technology, Andhra Pradesh#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43813#43813
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#40588#51996
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38879#47245
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#44645#50232
National Institute of Technology, Andhra Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#49330#57229
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11812#19558
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12616#19909
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11839#17272
National Institute of Technology, Andhra Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21678#23150
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25005#36848
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#31961#37950
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25878#33347
National Institute of Technology, Andhra Pradesh#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34922#38642
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#17703#24983
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23007#28711
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18733#24683
National Institute of Technology, Andhra Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24870#30453
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#34280#43936
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37348#41062
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33802#42801
National Institute of Technology, Andhra Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#45053#49058
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45812#57822
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#57227#57227
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#47232#53982
National Institute of Technology, Andhra Pradesh#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#54486#54486
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#29618#33167
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29734#40459
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14870#23280
Indian Institute of Engineering Science and Technology, Shibpur#Aerospace Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26488#33057
Indian Institute of Engineering Science and Technology, Shibpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#636#798
Indian Institute of Engineering Science and Technology, Shibpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#555#555
Indian Institute of Engineering Science and Technology, Shibpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#647#838
Indian Institute of Engineering Science and Technology, Shibpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#363#363
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22921#49928
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38788#50868
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#41996#52036
Indian Institute of Engineering Science and Technology, Shibpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#50990#59950
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#4377#11666
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#6165#9770
Indian Institute of Engineering Science and Technology, Shibpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8043#13711
