Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
Indian Institute of Technology Kharagpur#Mechanical Engineering with M.Tech. in any of the listed specializations (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#9590#11920
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5873#7010
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9261#12326
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#7752#8769
Indian Institute of Technology Kharagpur#Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#14312#15393
Indian Institute of Technology Kharagpur#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7326#9137
Indian Institute of Technology Kharagpur#Mining Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15371#16389
Indian Institute of Technology Kharagpur#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#9307#10456
Indian Institute of Technology Kharagpur#Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#17344#17675
Indian Institute of Technology Kharagpur#Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#10652#11482
Indian Institute of Technology Kharagpur#Mining Safety Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#19098#19151
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7848#8666
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14369#14947
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#8552#10062
Indian Institute of Technology Kharagpur#Ocean Engineering and Naval Architecture (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#15839#16613
Indian Institute of Technology Kharagpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#5824#8212
Indian Institute of Technology Kharagpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#14054#16244
Indian Institute of Technology Hyderabad#Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#568#895
Indian Institute of Technology Hyderabad#Artificial Intelligence (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1625#1845
Indian Institute of Technology Hyderabad#Biomedical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7318#10005
Indian Institute of Technology Hyderabad#Biomedical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#7807#15025
Indian Institute of Technology Hyderabad#Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7054#9337
Indian Institute of Technology Hyderabad#Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11762#12599
Indian Institute of Technology Hyderabad#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4705#6450
Indian Institute of Technology Hyderabad#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6743#10784
Indian Institute of Technology Hyderabad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#6611#8888
Indian Institute of Technology Hyderabad#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10668#14111
Indian Institute of Technology Hyderabad#Computational Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1304#1812
Indian Institute of Technology Hyderabad#Computational Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4413#4527
Indian Institute of Technology Hyderabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#158#618
Indian Institute of Technology Hyderabad#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#636#1300
Indian Institute of Technology Hyderabad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1056#2103
Indian Institute of Technology Hyderabad#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#2972#3787
Indian Institute of Technology Hyderabad#Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1716#2180
Indian Institute of Technology Hyderabad#Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3629#4459
Indian Institute of Technology Hyderabad#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3244#5537
Indian Institute of Technology Hyderabad#Engineering Physics (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4866#8131
Indian Institute of Technology Hyderabad#Engineering Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1956#3987
Indian Institute of Technology Hyderabad#Engineering Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#5513#6124
Indian Institute of Technology Hyderabad#Industrial Chemistry (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#9243#10482
Indian Institute of Technology Hyderabad#Industrial Chemistry (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14677#15098
Indian Institute of Technology Hyderabad#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7410#9105
Indian Institute of Technology Hyderabad#Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#11677#14291
Indian Institute of Technology Hyderabad#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#660#1030
Indian Institute of Technology Hyderabad#Mathematics and Computing (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1914#1914
Indian Institute of Technology Hyderabad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2403#4681
Indian Institute of Technology Hyderabad#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#7694#9449
Indian Institute of Technology Jodhpur#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2271#3109
Indian Institute of Technology Jodhpur#Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#3219#6706
Indian Institute of Technology Jodhpur#Bio Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10953#14796
Indian Institute of Technology Jodhpur#Bio Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17515#21352
Indian Institute of Technology Jodhpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#8951#11239
Indian Institute of Technology Jodhpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#14836#16132
Indian Institute of Technology Jodhpur#Chemistry with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#13948#15854
Indian Institute of Technology Jodhpur#Chemistry with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#21738#22180
Indian Institute of Technology Jodhpur#Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#10662#13116
Indian Institute of Technology Jodhpur#Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#17747#19272
Indian Institute of Technology Jodhpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1616#2333
Indian Institute of Technology Jodhpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4212#5760
Indian Institute of Technology Jodhpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#3617#6140
Indian Institute of Technology Jodhpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#8870#10959
Indian Institute of Technology Jodhpur#Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#11212#14295
Indian Institute of Technology Jodhpur#Materials Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#18102#20915
Indian Institute of Technology Jodhpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#7377#9638
Indian Institute of Technology Jodhpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#15073#17722
Indian Institute of Technology Jodhpur#Physics with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#10480#13939
Indian Institute of Technology Jodhpur#Physics with Specialization (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#20172#21119
Indian Institute of Technology Kanpur#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2316#3929
Indian Institute of Technology Kanpur#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6174#8939
Indian Institute of Technology Kanpur#Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#5809#7745
Indian Institute of Technology Kanpur#Biological Sciences and Bioengineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10435#11591
Indian Institute of Technology Kanpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#2990#4208
Indian Institute of Technology Kanpur#Chemical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#6265#8176
Indian Institute of Technology Kanpur#Chemistry (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#8784#11355
Indian Institute of Technology Kanpur#Chemistry (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#15081#17370
Indian Institute of Technology Kanpur#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4431#5999
Indian Institute of Technology Kanpur#Civil Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#9423#12621
Indian Institute of Technology Kanpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#124#224
Indian Institute of Technology Kanpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#437#610
Indian Institute of Technology Kanpur#Earth Sciences (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#7875#10395
Indian Institute of Technology Kanpur#Earth Sciences (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#14259#16450
Indian Institute of Technology Kanpur#Economics (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#2084#3505
Indian Institute of Technology Kanpur#Economics (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#6609#7141
Indian Institute of Technology Kanpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#539#1305
Indian Institute of Technology Kanpur#Electrical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#1984#3460
Indian Institute of Technology Kanpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#4644#6580
Indian Institute of Technology Kanpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#10976#11713
Indian Institute of Technology Kanpur#Mathematics and Scientific Computing (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#619#987
Indian Institute of Technology Kanpur#Mathematics and Scientific Computing (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#2225#3686
Indian Institute of Technology Kanpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1769#2879
Indian Institute of Technology Kanpur#Mechanical Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#5739#6999
Indian Institute of Technology Kanpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#2789#6045
Indian Institute of Technology Kanpur#Physics (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#7442#14020
Indian Institute of Technology Kanpur#Statistics and Data Science (4 Years, Bachelor of Science)#AI#OPEN#Gender-Neutral#736#1090
Indian Institute of Technology Kanpur#Statistics and Data Science (4 Years, Bachelor of Science)#AI#OPEN#Female-only (including Supernumerary)#3262#3907
Indian Institute of Technology Madras#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#422#3150
Indian Institute of Technology Madras#Aerospace Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4062#5990
Indian Institute of Technology Madras#Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Gender-Neutral#3172#3293
Indian Institute of Technology Madras#Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#AI#OPEN#Female-only (including Supernumerary)#6279#6279
Indian Institute of Technology Madras#Biological Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Gender-Neutral#1278#6823
Indian Institute of Technology Madras#Biological Engineering (4 Years, Bachelor of Technology)#AI#OPEN#Female-only (including Supernumerary)#4133#8588
